overdriveNo,bibNo,controlNo,format,status
708B9E28-7676-471E-8937-65317A4A6081,b123130153,ODN0003501689,x,-
2FA87297-B824-40FC-BABE-70D8EE0DE241,b123130190,ODN0002991221,x,-
762B5E0A-57BA-4CCA-951B-71C81B9F92E4,b123130219,ODN0004180305,x,-
FFB3D6C5-8827-4412-818D-747538207773,b123130232,ODN0003904949,x,-
6DD6284F-DCEB-48F5-873F-76E92C5A97F3,b123130256,ODN0004642118,x,-
1A5AB290-9F06-4F02-8975-7D48E60D9972,b12313027x,ODN0003371867,x,-
A6BEA0FC-B24B-4DE2-9E73-7D55A2C87164,b123130293,ODN0003213961,x,-
5E5A6DC1-31ED-46D6-A420-83477C4B8DF5,b123130323,ODN0004265016,x,-
8439E10E-9DDF-4446-990B-84D7AD044332,b123130347,ODN0003633040,x,-
2ED0AB96-4F7A-4295-B667-85DE6F89E387,b123130360,ODN0003010267,x,-
3F6B9316-87CB-4330-BE9F-87C5C37BFE66,b123130384,ODN0003847589,x,-
EDE502B9-1A2D-46CD-872A-8BBAE839E0C4,b123130402,ODN0002510002,x,-
1B3EC998-97AB-4693-B687-8F99ACB815CC,b123130426,ODN0004632154,x,-
B854A0CD-0200-4714-B3D0-909E6929FC89,b12313044x,ODN0004907168,x,-
8B7FB2D7-B8B4-49D9-A8CE-97CC9656F2E3,b123130463,ODN0003234526,x,-
2CEECEF2-2557-4DE7-937E-9F1DC3FECD76,b123130487,ODN0004815609,x,-
E62FCA14-A0CE-4B09-9FC9-AA4299E82DE2,b123130529,ODN0002145123,x,-
FBF3FA22-0DDE-414A-95DA-B23295717F45,b123130608,ODN0002122477,x,-
E36167D5-2DB8-4056-B057-B61EF7F263CB,b123130621,ODN0003787345,x,-
72E7F126-FD50-4A60-A9B8-BFCB8BC2204F,b123130669,ODN0004395202,x,-
FD61B338-7960-4215-8DE8-C514BC8D973A,b123130682,ODN0003162162,x,-
58687E00-FAD1-4CF6-BBE7-CBDED3084949,b123130700,ODN0003010277,x,-
DAD63AE1-9096-45C8-B724-CEF74FF830D6,b123130724,ODN0003916433,x,-
C61D9392-E705-4BE4-939E-D15326631D6B,b123130748,ODN0003622888,x,-
F30B195B-C956-472E-8EA2-D863BDEC5480,b123130785,ODN0004518688,x,-
DF1101F7-DD73-4734-BB77-D8A01F306DB4,b123130803,ODN0002707311,x,-
F17BF397-DC20-44FF-B84D-F04C68C55EB6,b123130827,ODN0004519564,x,-
BFA012D0-96F6-4242-AEC0-F5B4858E7605,b123130840,ODN0001091432,x,-
7473E267-03CC-4E6B-BB7A-F9AC4712C6A3,b123130888,ODN0003096192,x,-
4F371A0F-9E75-48A2-B1A0-FC6E7646299F,b123130906,ODN0004593153,x,-
15EBFBDD-F398-4512-B983-FCC89513F406,b12313092x,ODN0003316414,x,-
A6468910-DF19-4B2C-8149-01E22AAD696D,b123130943,ODN0004848490,x,-
76569754-4F0F-46D9-AFCB-036FECB31C8F,b123130980,ODN0003763866,x,-
EDA33C6B-1E0D-4354-9436-045CDFF736EA,b123130992,ODN0003232486,x,-
703ECC03-101D-418B-8BE9-054AB53BF75F,b123131017,ODN0003632013,x,-
09886DED-88A4-4216-AD90-0D61DA0A4905,b123131030,ODN0004592827,x,-
8EA315B7-19AD-4D94-B745-13EC4388091B,b123131078,ODN0002155694,x,-
AED90C99-4735-49DE-B00F-168C9C571BE4,b12313108x,ODN0001359566,x,-
95BD3C01-43E3-4162-8990-17A40C663463,b123131108,ODN0001756440,x,-
D6DEC6CB-781D-4A33-81C6-19AF8083CE71,b123131121,ODN0004815300,x,-
209B6738-E524-43CE-9F67-1B4A1C1EC20C,b123131145,ODN0001484728,x,-
05CA0B56-6291-4D3D-9D35-1CCC78CAC7C6,b123131169,ODN0003679840,x,-
CC5C748B-87F9-40AC-8B56-1DFABC50433F,b123131182,ODN0004815296,x,-
B5BEF65B-03C4-400C-AD4A-1E6952917C53,b123131200,ODN0003441630,x,-
A0B3427B-A287-4D36-9A47-23B295F0E648,b123131224,ODN0004658654,x,-
F5ED6F54-D086-4E65-9E56-287DE4DC1F8A,b12313125x,ODN0003828584,x,-
E3F30AE3-0AF7-4446-B722-313DC6F46800,b123131327,ODN0005242506,x,-
B51A52E0-B1DB-473F-B286-33E9904CFBCD,b123131479,ODN0004815260,x,-
2172AFC0-F2DC-4EF3-8A38-3AA46EC058ED,b123131534,ODN0003165400,x,-
9599A2F2-1B2C-4D0D-8E00-3ACF4E28DD4E,b12313156x,ODN0002582829,x,-
18B15C45-70B9-42D2-A212-3C2B141FC96A,b123131571,ODN0001423622,x,-
C8FC0A56-9DA0-412C-97CC-3C4173F87C19,b123131583,ODN0002028559,x,-
0835F614-B5E0-44F4-8967-405B7732D7CB,b123131601,ODN0003006956,x,-
2ECA09D9-17A9-48D1-87CC-43451B9FAC75,b123131613,ODN0001945204,x,-
087DD470-187F-486A-A3EC-4357AD9F6BFA,b123131625,ODN0002412336,x,-
487E51A0-5CDC-43D9-B2B3-43D55E2D7A3A,b123131637,ODN0001945231,x,-
739B25FA-0894-45E0-9ECE-4507C92FAF8E,b123131649,ODN0001419720,x,-
EB4D67B8-D36F-4D0A-86E8-452D77B2510F,b123131650,ODN0004824431,x,-
3407FBE6-1525-4E59-8F61-47BD9F9353CA,b123131674,ODN0002237306,x,-
8572458A-A639-47B5-BFC1-49CE7FF6F711,b123131686,ODN0001777628,x,-
685A4451-99D1-4E35-8C85-4AF97C029EB7,b123131698,ODN0000479402,x,-
6828B71F-0959-41FE-A4C4-4E5E3A3106F5,b123131704,ODN0001319592,x,-
1E7C6A37-F0C2-485E-9ECE-4ED01B65C59C,b123131716,ODN0001435982,x,-
BDBF3915-FC89-476A-84C5-51C55057FE04,b123131728,ODN0002469040,x,-
47D60C66-7F43-4285-8A80-52CDE0B77ED4,b12313173x,ODN0001489328,x,-
9C56471C-0AC9-442F-A1FB-53E1D230B719,b123131741,ODN0003785930,x,-
6AE1B192-E4E0-4E7E-87A9-550A5826DC60,b123131765,ODN0000346454,x,-
461754F2-9951-4003-8852-55C57DBCBEC2,b123131777,ODN0005077134,x,-
CAE418CF-45A5-487D-9C42-60972E45D68C,b123131789,ODN0002581486,x,-
0D20A226-6664-4579-834E-63502A320A5E,b123131807,ODN0004245929,x,-
C3A76939-C191-45CE-9C99-636EDF2D9FBB,b123131819,ODN0001945206,x,-
F1257626-2053-4B2D-AC3E-680F3ABA0D17,b123131820,ODN0004281861,x,-
DC5CDE6A-CC06-44DE-9DD1-6891FB1BD3EB,b123131832,ODN0002875799,x,-
6E94C3E5-7BF3-4DAA-8E75-697855B1DDF0,b123131844,ODN0003249094,x,-
945E7A19-5975-47CE-846A-69957B83F570,b123131868,ODN0001903787,x,-
8B9D2315-A0EF-4098-8AB6-6D548FD7E7CA,b12313187x,ODN0003241695,x,-
C19C6B42-D9C8-4386-8C23-6DA031DF959D,b123131881,ODN0003767072,x,-
D5D6BD3D-5725-4E79-BC8F-6FF1BE231699,b123131893,ODN0001777614,x,-
C6428A7C-BD62-4B1B-8272-70D8AE952928,b12313190x,ODN0003249438,x,-
C762E186-A725-46AC-90A6-710C4DAABF40,b123131911,ODN0002237150,x,-
6303A61F-C86E-4EBE-A50D-7250C0E56D9D,b123131923,ODN0003071226,x,-
D02D703A-BA34-42A6-B8B0-7349EA859B87,b123131935,ODN0003147757,x,-
E514FF00-F6A3-4AA7-B611-741E6684D326,b123131947,ODN0002140260,x,-
865DFD7F-C865-4CA9-9921-741F392434AF,b123131959,ODN0003900592,x,-
17CD6535-1E94-4876-8EA4-760CC5C39E9D,b123131960,ODN0002232646,x,-
05A954C0-AC5E-4BF9-8ACA-7618379B8C5C,b123131972,ODN0002754334,x,-
33410F76-372C-4207-85FC-78F625D8E2E0,b123131984,ODN0001637940,x,-
2F5F9620-52A7-47D8-A54C-7F069C213400,b123132009,ODN0003717565,x,-
A64C8100-9669-4A42-ADFF-81933E41F326,b123132010,ODN0004837752,x,-
F80A4DCB-21C0-42FF-AD33-8274EE874493,b123132022,ODN0004593176,x,-
C4A91EB0-1F2D-4023-9B5D-8519E862AC54,b123132034,ODN0000321385,x,-
2E0D1B37-868F-491A-9C6D-8655F66B0BAA,b123132046,ODN0002962932,x,-
EC42734D-770D-4D96-9040-88DF4726B28B,b12313206x,ODN0002260575,x,-
AE05CEBF-E808-4C3E-9546-8A6795532D16,b123132071,ODN0003441533,x,-
E124CB61-EC60-41CC-9A6A-8B092F4748AA,b123132083,ODN0005215448,x,-
CDE17735-3686-437E-BD83-8DC92C942583,b123132101,ODN0003587164,x,-
BB7EA35F-AD49-4719-8CE1-8F79479E3673,b123132113,ODN0005242531,x,-
171BDD64-6AA1-408B-939E-904071ABBB62,b123132125,ODN0004592859,x,-
27719F8D-5391-4693-B30B-90A0C9AFAA0C,b123132137,ODN0004592959,x,-
7F239D2C-65BB-4175-A45B-90F25B6DC8C9,b123132149,ODN0000778161,x,-
581CB8FC-F007-4868-8A5E-91B916D76810,b123132150,ODN0001777632,x,-
53F6F9E6-E3E7-4909-93DA-95D140EC987A,b123132162,ODN0001071535,x,-
73EE73AB-A367-4897-9630-966E3D46B177,b123132174,ODN0002484791,x,-
A85071CD-EF84-4B5B-8DEE-98639D6EF802,b123132186,ODN0004245835,x,-
55C42A20-803B-44D2-A896-9FC4F8B06D85,b123132198,ODN0002582868,x,-
E6AFD4BB-B256-4FBF-A81A-A29E0DD0B1DF,b123132204,ODN0002015871,x,-
1F23030A-79EB-431B-9E49-A3898DA61C28,b123132216,ODN0002145448,x,-
DC33A549-ADB3-48AA-8BF5-A7FA739E1A0D,b12313223x,ODN0004434155,x,-
4553375A-E5B9-4708-8999-A8269FFB37F1,b123132241,ODN0001637827,x,-
C9E13889-B55C-4B0D-9743-AA4FFA5372C7,b123132253,ODN0001637833,x,-
EDCF9017-7540-473B-AE60-AE21CE837B28,b123132265,ODN0003779091,x,-
0A583D7F-201E-462F-B5DE-AE5C5371B54D,b123132277,ODN0000961412,x,-
DED907B5-82BA-4D8B-AB81-AF535025B269,b123132307,ODN0002198669,x,-
8572EC36-6A15-4880-9292-B4A970F11263,b123132319,ODN0005019670,x,-
C372A6EA-92D4-4796-B35F-B4C6AFF7685F,b123132320,ODN0001300814,x,-
74B9D747-E74F-4E45-82AA-B84D03CFAA95,b123132344,ODN0002621227,x,-
3314122A-FBB1-41CB-B5DA-B84FC6B7D95E,b123132356,ODN0004703964,x,-
5A8BB06E-88C2-4789-9E5A-C00BEF8D90D5,b123132368,ODN0003249434,x,-
0DF02C5F-E665-4668-BCF4-C34C5CF3B2CF,b12313237x,ODN0002621219,x,-
D5656B89-5AC2-490C-8CAF-C4AE8713C51C,b123132381,ODN0001777602,x,-
27207D72-A2C9-4387-BF49-C91342776B37,b123132393,ODN0002184695,x,-
8CF67971-9F93-499A-8860-D026E204A478,b123132411,ODN0001223545,x,-
1A68EA76-F29D-4399-8BE5-D18A96B4D22B,b123132423,ODN0003166264,x,-
0805E771-C30B-4E45-846F-D1E95C833574,b123132435,ODN0001255866,x,-
DC8342BE-FA40-424E-823A-D4CADE6387A6,b123132447,ODN0002663991,x,-
4DE3A516-E825-48E0-A71F-D6515BE94F88,b123132459,ODN0000664285,x,-
83A248A8-5F00-4673-96D0-D6874962F40C,b123132460,ODN0003165377,x,-
E61CA640-069B-441A-9BE4-D6C3B1A22904,b123132472,ODN0004197611,x,-
AFDA92E0-1E11-4962-99CC-D8344C010121,b123132484,ODN0003962145,x,-
DCF51B66-A6D3-4B0F-B6ED-D8B2C59B052C,b123132496,ODN0002206008,x,-
351C0E5C-BF33-4380-9402-DAA551CA3585,b123132502,ODN0003962213,x,-
50AB148F-A835-4F7A-A34B-DC33728AAAE4,b123132514,ODN0004500901,x,-
646CC789-1A3D-49FF-96D4-DD4BED78AE04,b123132526,ODN0004592939,x,-
E7DAE9E7-F146-4FFC-92E3-E3260DE57A9F,b123132538,ODN0001242036,x,-
97E70DB7-4E89-439F-8ECD-E6B565A6389D,b123132551,ODN0002069477,x,-
BA43B2B6-F98F-4AC3-AB0E-EAE6047BD4CC,b123132563,ODN0004147719,x,-
853A7424-6AFF-4885-A23A-EE019D2BFCE6,b123132575,ODN0003619337,x,-
331EEC0C-4559-46F1-BE19-EE3C7EDBE8B2,b123132587,ODN0000288395,x,-
6FCC788F-0F7D-44EF-977A-F05B78B939AB,b123132599,ODN0004837121,x,-
6F3D8981-514A-49E3-BA60-F17C9C04EF99,b123132605,ODN0002134533,x,-
63348573-0F7A-4FB9-B84F-F83F7FF14D54,b123132617,ODN0000674517,x,-
599BAF38-0E8F-4D1A-A7C3-F99D37D63D27,b123132629,ODN0002139918,x,-
359F5A33-FFA6-43EC-AE33-FC369DAC6134,b123132630,ODN0003022292,x,-
A4418664-B8CE-4FDB-BEE7-FC5F6E207E79,b123132642,ODN0001536793,x,-
AAED1370-A147-4F05-AF98-FCB5928FEA42,b123132654,ODN0003658068,x,-
B6A6051C-5AED-4D2E-AC3A-08351F44359D,b123132666,ODN0004230375,x,-
95512FAA-50D3-42D2-85EA-08C254818EE0,b123132678,ODN0003051051,x,-
EBD1F7B7-3AD3-4F14-A66E-0EA96E9C229E,b123132691,ODN0000315581,x,-
454C793C-ED42-4FD1-8699-0F0C4D5B18E9,b123132708,ODN0004680899,x,-
BAE39FD0-B562-4C83-A5F3-18E94985C38F,b123132721,ODN0005242678,x,-
3154FDAA-69F3-4A2D-A6AF-2321DD05356C,b123132757,ODN0003366559,x,-
5D8F57FB-6BA9-4AE7-A659-240BC3C126F0,b123132769,ODN0004691777,x,-
5E763CD7-5AD3-483F-9C21-2BAAF78AF427,b123132782,ODN0003625158,x,-
92744119-0E4B-4251-9393-2CC63F2FD985,b123132794,ODN0003718061,x,-
03A2320B-AE61-46F1-8998-2DC00C105C2A,b123132812,ODN0004592990,x,-
83E3406C-D492-468F-88DC-33CAB61629A1,b123132836,ODN0003631262,x,-
91F120BB-968F-4001-888E-402B749BAF0C,b123132885,ODN0001260375,x,-
253FDA0D-60C0-49F9-8904-46DDBADB25CC,b123132903,ODN0002831224,x,-
98D40141-AF93-45E0-8381-493919B40810,b123132915,ODN0003911351,x,-
B7E9639C-B9FB-4062-B956-4B1B53CE4E2D,b123132927,ODN0001331159,x,-
0802E594-DA2D-41EF-B174-4C05F27E10D8,b123132939,ODN0002988647,x,-
010847C5-DEBB-4C77-A22C-4F914111BD28,b123132940,ODN0001542664,x,-
BB44A9F3-2E76-4A6E-AE45-4F9973CEB27F,b123132952,ODN0000037794,x,-
D1687681-D579-4C29-9970-58CE2E5214D7,b123132976,ODN0003900615,x,-
9ACD450D-F445-4AEE-B6D4-5D72B4A0E13C,b12313299x,ODN0004322950,x,-
197B106B-D947-4593-8249-5D73B997D314,b123133002,ODN0002046886,x,-
90BBB04E-B706-47E1-90B8-6044BF1D071A,b123133014,ODN0003249679,x,-
F54256FE-5583-48D0-8DBC-649A1191C729,b123133038,ODN0002143250,x,-
351EC7F5-2474-4568-BE41-682D569947D0,b12313304x,ODN0003249581,x,-
FA45E69A-3360-44DA-A944-7C60A695146E,b123133075,ODN0003866074,x,-
9E37420D-77BA-42BD-BD92-80E3B845D5FF,b123133087,ODN0002583028,x,-
B4755113-3C65-45D6-97CF-89D72E92F6F2,b123133105,ODN0004630379,x,-
7C2F3DE3-E4B4-4CF5-A0EE-8DE31981EEDF,b123133117,ODN0003681480,x,-
53985E25-A7EF-4D79-9ABA-9199C6938A6F,b123133130,ODN0002988697,x,-
2AE800CA-837F-4EF5-9B88-939032EAFCF5,b123133142,ODN0005077256,x,-
37F2B4E0-861E-4A4F-BD10-9B776AF523E4,b123133154,ODN0002075414,x,-
DF1B970A-24CD-43BF-89F8-9BB1855C5FCE,b123133166,ODN0004501177,x,-
2CD454B4-E7F4-41C6-A483-A00140D999B0,b123133178,ODN0005077258,x,-
B9349567-D7BA-45A8-9970-A1AA99348F3E,b12313318x,ODN0004815491,x,-
4871B245-6D73-4E3D-AF86-A56889B561FD,b123133191,ODN0003148796,x,-
B3114F97-9DA5-45FD-B084-B178F6CE5EE2,b12313321x,ODN0001300819,x,-
E2808B5E-E591-4D4E-84D7-B1AA189F4E40,b123133221,ODN0004738271,x,-
C10A7085-AED4-480C-BC45-B38C2618244C,b123133233,ODN0004884502,x,-
521CEDAD-CAEF-480E-80F3-B488B29745FB,b123133245,ODN0004501206,x,-
3DA92809-EAA8-4EF5-BF45-B4C211DD5F15,b123133257,ODN0002988608,x,-
D971A784-CFCE-4BC2-AC06-B5CFF2014FF1,b123133269,ODN0000467925,x,-
88020CBF-A685-44BB-B70D-BFBC821C3510,b123133270,ODN0003147838,x,-
F2540A0A-957D-478F-9A8D-C14AE315ABEB,b123133282,ODN0001277320,x,-
384F2D9C-3DA3-4CDF-80BF-C28B9FBDE820,b123133294,ODN0002583096,x,-
7FC9D4CA-410F-49D7-840F-D03D97746611,b123133324,ODN0004593044,x,-
1A95EFDE-6BCC-4A12-A8B1-D4BF8DA2B452,b123133336,ODN0004815604,x,-
DFFE17A0-05FD-41DA-A19B-D6F7B0C8AF20,b123133348,ODN0004246137,x,-
D2179C8C-4EDE-4B02-B5B5-D896FF31597E,b12313335x,ODN0000286809,x,-
17446C82-D3E6-413A-A86B-D8DA79DAA82B,b123133361,ODN0002143031,x,-
6E4DF840-14D0-411D-AACA-DC03152B4A42,b123133373,ODN0004948258,x,-
02E9F0AC-1C2A-48A4-9F8F-DEA6FDD18CCF,b123133385,ODN0000288606,x,-
CE353D01-1D2B-45B1-8653-E3209A90A2BB,b123133415,ODN0002144936,x,-
44BC78F7-2EF9-4116-A650-E652CA9A233A,b123133439,ODN0002529237,x,-
B936A53E-2666-48F2-B2DB-F15DB2AF7D73,b123133464,ODN0003718231,x,-
61293330-A17D-4B4A-A377-F31A86D1F947,b123133476,ODN0000353685,x,-
BF9060CA-16F5-4950-BAEF-31B91565F875,b12313691x,on1081038619,x,-
70BAD2CC-15A7-4007-8CC1-E5B36D7B38C0,b123137214,,x,-
48579395-0469-447D-AEC7-E7331F14DC9E,b123137275,on1182537697,x,-
71C633FA-6064-46CD-ACC2-93B6A7C1547D,b123137299,on1176520456,z,-
517A600E-5FBD-43FD-9E7E-E80086ADB17B,b123137986,on1133662208,z,-
EBD70661-D88A-4442-BB91-F712BABCA1D9,b123139806,on1137244531,x,-
C9E13889-B55C-4B0D-9743-AA4FFA5372C7,b123140870,ocn874879061,x,-
A32E0CCB-18E6-4358-8734-90C8A18A3221,b123141333,ocn945730238,x,-
6695CB99-DC18-49AC-8EEF-A8D32B584729,b123142295,on1032070460,x,-
68E9E478-BF31-4DD9-8DEF-276CDFB8F3B5,b123143986,on1107666904,x,-
B3E00AD9-9FCE-4912-BA34-90B9D86D34DD,b123144036,on1047662990,x,-
48579395-0469-447D-AEC7-E7331F14DC9E,b123144164,on1182537697,x,-
78494205-5B17-43A1-8835-43FD552C3A82,b123148145,on1019807047,x,-
65F5E925-D64C-4604-A202-F98E0EFE0048,b123148182,ocn957655373,x,-
049404B7-A532-492E-9FF9-B3872C5ABF2C,b123148212,ocn934806967,x,-
59AAFE64-81DA-41A0-ACAB-EF6EC196EDC2,b123148248,ocn934797354,x,-
82889CBB-7088-452E-A397-32A300A01902,b123148509,ocn949989506,x,-
BBC81D5D-B742-479C-811D-4845D1824E28,b123148856,ocn950697307,x,-
B3E00AD9-9FCE-4912-BA34-90B9D86D34DD,b123157080,on1047662990,x,-
5B6BB9CD-6C46-4ABB-9508-91909391AE03,b12316798x,on1109389008,x,-
D4042F1F-1DE5-455D-9594-3EC80200637F,b123173176,on1164731539,x,-
DA75F8AC-1666-42BA-B701-299EB1667A10,b123173188,on1182536692,z,-
71C633FA-6064-46CD-ACC2-93B6A7C1547D,b123173516,on1176520456,z,-
DA75F8AC-1666-42BA-B701-299EB1667A10,b123174107,on1182536692,z,-
D05683C6-BB82-4A38-A3A9-C620C64D08C5,b123181069,ocn938540279,x,-
35B1307E-2288-41B2-8DBD-E8C94D1724FA,b123182189,ocn957589394,x,-
D4042F1F-1DE5-455D-9594-3EC80200637F,b123183315,on1164731539,x,-
E343590E-DC25-45D5-A72C-12D0C198392D,b123189238,ocn951251649,x,-
9753696B-3CEC-4FD4-83AE-5F11E3EC14B9,b123195913,on1103475638,x,-
65D4AF16-C701-489D-8E51-5ED0C6F44A6A,b123195925,ocn830116103,x,-
BCBACA6A-EF58-41CF-A4EF-46F96246DBCD,b123196085,ODN0005154882,z,-
BAF84544-0C14-4B66-9DD1-30C7853B51FD,b123196097,ODN0005154888,z,-
379C7BBB-D4DF-4C11-A5F6-2228E7524416,b123196103,ODN0005032411,z,-
BDC7A0A8-BB3E-408A-B9D6-39CA8A76FA13,b123196115,ODN0005253297,z,-
1A91DFB4-070D-4967-A161-86827371734E,b123196127,ODN0005215467,z,-
FC8D059A-C7BB-40A1-80DC-154113E6123C,b123196139,ODN0005215468,z,-
C8297816-A981-4CEF-A7EF-9F9B0D12E636,b123196140,ODN0005340211,z,-
5AEE335C-D1B6-4B93-9F79-5DCA6610D0C1,b123196152,ODN0005294830,z,-
B9DF0E14-7982-4F1D-A171-E5781D8C46FD,b123196164,ODN0005328968,z,-
A68546A0-53B5-4FA6-A5EF-2F19B49388A9,b123196176,ODN0005067444,z,-
09773D82-0649-42F3-8A88-661654FFE79D,b123196188,ODN0005215487,z,-
2A5F94BC-19F2-4A7C-A18B-C9669573D4CB,b12319619x,ODN0004896696,z,-
78731C8F-BD39-45FD-8D1E-C289B1CD41C9,b123196206,ODN0005196190,z,-
EB443875-D69E-4B7D-B506-CA4793CD3AF5,b123196218,ODN0005608651,z,-
2119FDF2-2246-4999-9638-67228846A844,b12319622x,ODN0005334890,z,-
A9B2B8CE-9595-4412-A876-53098C3139BA,b123196231,ODN0005610084,z,-
1CB64ED8-0888-42CB-9618-9565D6D6E5D7,b123196243,ODN0005578374,z,-
A61D0109-970F-4225-80B2-4102FA97BBD8,b123196255,ODN0005578547,z,-
598BE3F1-4F16-4569-AB60-CEBCACDC691C,b123196267,ODN0005403673,z,-
014B9A99-D772-4056-B348-1B7A81CBAF37,b123196279,ODN0005340948,z,-
FCCFC479-113F-45D3-ACAF-70E193DF6878,b123196280,ODN0005340960,z,-
4ACEFB68-7538-4302-AC68-8AAF43294E92,b123196292,ODN0005340388,z,-
9AF45DF6-443F-4DA1-9333-F66B186D4B93,b123196474,ODN0005055747,x,-
C08681FE-339A-4976-8447-D89FB91EDF13,b12319653x,ODN0005274943,x,-
11DFCBC8-E8F5-4200-8473-3B73D9F60E19,b123196553,ODN0005185851,x,-
C073935C-2D00-4410-AAE8-1FBB9452AE59,b123196589,ODN0005152857,x,-
6F9A232E-7370-4415-8851-911EFA8B76AB,b123196656,ODN0005672626,x,-
BBBC5DD5-CAF1-4DE7-8137-7128892556BF,b123196668,ODN0005672638,x,-
EEC3D202-2DF7-4886-82B5-F93F190AD9ED,b12319667x,ODN0005689221,x,-
F764A835-C5AA-48EA-A3ED-144901703011,b123196942,ODN0005057245,x,-
C23BDF08-593F-482B-A5FE-F082878385E1,b12319703x,ODN0005589210,x,-
2D4BBFA0-8534-4D8A-AF05-8549A11B8908,b123197041,ODN0005606391,x,-
507D1909-A245-4957-9E18-84A4DD2F579A,b123197065,ODN0005626026,x,-
6B43F0D7-F8D1-480D-A0A1-DC7F19C3379D,b123197077,ODN0005626168,x,-
AD8D85A6-F7CF-413E-9295-0B3764396C36,b123197107,ODN0005653484,x,-
0DFA30B5-95AA-493E-9F67-7D6C87063F56,b123197119,ODN0005578070,x,-
D282DB9F-6921-4788-8831-571BC774BC80,b123197120,ODN0005578081,x,-
91B18714-544D-44AB-8598-CBFE6B6A3220,b123197132,ODN0005646145,x,-
0883B5D3-4847-4699-AB69-F8FDBB615860,b123197144,ODN0005646030,x,-
0B9E8219-36E8-494B-845E-7889FD839B17,b123197156,ODN0005646046,x,-
3DBA9E09-9706-4EEC-B5F2-3E0B862F1BBC,b123197168,ODN0005578052,x,-
4B2139A4-D709-4A78-B90D-B99D9FC6F4C5,b12319717x,ODN0005578054,x,-
3ABE307B-EDB7-4CA6-A65C-A596E9235E9D,b123197181,ODN0005646091,x,-
D3FEE40C-3B06-4FBD-8030-1776D9FE566F,b123197193,ODN0005646095,x,-
7CD51087-00A7-406A-B373-56B5A0545E19,b12319720x,ODN0005578066,x,-
74D7E4EE-02B8-4C74-81A2-31F085C17763,b123197211,ODN0005646103,x,-
63D73D5C-3391-4500-833D-08D571D10505,b123197223,ODN0005578077,x,-
6092EE9C-2ECE-4028-AC9B-3317D70CE6D8,b123197235,ODN0005645996,x,-
489EF4A5-C8CB-48B3-8BFF-1EF5255168A1,b123197247,ODN0005555755,x,-
25393C7B-5997-43FB-9D5A-1A30106CD27E,b123197259,ODN0005616387,x,-
E2AF6106-5196-4ABF-9235-A950BCE2AF0B,b123197260,ODN0005616388,x,-
C45B6D70-1444-428B-B032-DCC63F165AB5,b123197272,ODN0005555772,x,-
D226A18B-3B63-4A9E-BEF7-FA2318CDF335,b123197284,ODN0005592154,x,-
8497252F-12B1-4023-BDC9-40CE188985F9,b123197296,ODN0005539954,x,-
ED7A9B48-8DBA-4773-B5E1-AEA379498550,b123197727,ODN0003441476,x,-
91FB005A-F1E2-486A-B223-004A48F3CA0A,b123209341,ODN0002360681,x,-
D7FDFDA1-A407-41EF-9848-6D7C2D01F2C0,b123209535,ODN0002189597,x,-
14C71F35-B7A2-4A49-B024-4DDD071E8740,b123210197,ODN0002189671,x,-
97164C17-830A-414B-8F66-DCBA532034C0,b123210203,ODN0002230856,x,-
A9BCD4F8-8DD9-49D5-BC83-6081938B9449,b123210227,ODN0002475365,x,-
1556FAC7-BE85-4248-9A0D-26597AD9D387,b123210239,ODN0002302513,x,-
1DEA51F0-420D-4D00-BF4C-01CBE6ABED35,b123210240,ODN0002247981,x,-
BAA3B977-B6C0-4D93-8333-A8AD6416B4B1,b123210252,ODN0002504655,x,-
3AF9E1D1-EDBA-42F4-90E4-E0A1E59AE61A,b123210264,ODN0002406082,x,-
8A640B21-6890-4887-A450-99E0E253E682,b12321029x,ODN0002387377,x,-
612CAB31-B00C-4DC0-9538-1E3BBAAE2611,b123210306,ODN0002517719,x,-
184F1259-8416-40B7-9E0B-C30FBE50BB5E,b123210331,ODN0002469283,x,-
BF45D8CB-A424-41B9-ACA8-E3EB4F6736D1,b123210343,ODN0002411492,x,-
E07D91A4-BCCF-4D2F-89CA-687557D05A4E,b123210665,ODN0002399778,x,-
CEFE52F2-5AFE-4429-87ED-2F359ED7D554,b123210975,ODN0001283225,x,-
9955B132-66EC-450D-88D1-35DA4142D031,b123211049,ODN0002411502,x,-
E6831FB7-BDFB-4404-B586-7A4B0B17EEFD,b123211050,ODN0002053328,x,-
7D14CF76-C0EE-4B73-8367-2BFDA83A5ED6,b123211244,ODN0002276307,x,-
59DF163F-2ECC-4278-86A9-BA08457B3A46,b12321127x,ODN0001759643,x,-
47983B88-A5FE-40C7-82E1-86807B325ED5,b123211323,ODN0002236962,x,-
DB6DA623-228D-4016-A24C-CFD60E249F06,b123211347,ODN0002435483,x,-
A92207F4-2EE9-4B62-840D-47E0F3944E36,b123211360,ODN0002387330,x,-
77BBD7C1-5EE5-4B99-A398-A7B4BB23FA79,b123211402,ODN0002475378,x,-
CD5FFDC6-9984-4323-A33E-C1E2CCBD83EA,b123211414,ODN0002475377,x,-
84ECBFEA-1165-4DBF-A8D3-7D00FE71A391,b123211438,ODN0002387339,x,-
35A0392B-DE89-4ADE-B964-864F60CD978A,b12321144x,ODN0002276303,x,-
9E24553C-AE00-433D-B03A-68AE73D15D84,b123211475,ODN0000206008,x,-
3B0A8D40-B0A4-48A3-A2D0-9DFCF6D992C0,b123211529,ODN0001944652,x,-
