overdriveNo,overdriveNoSrc,bibNo,sierraControlNo,sierraControlNoSrc,sierraFormat_int,sierra_status,overdriveControlNo,sierraFormat_ext
B45CE899-4989-43DA-ADCF-3696FE888D89,37,b188892412,698371662,OCoLC,n,d,ODN0000355254,n
7FA08631-96BC-4549-851D-36AA7F861DD9,37,b188892436,698371664,OCoLC,n,d,ODN0000348603,n
E65DB37A-FDD8-4D45-9CB0-C511976DE21B,37,b188892746,698375970,OCoLC,n,d,ODN0000348570,n
E3E55F69-BE58-42AD-9D1C-F4D93D72A4C5,37,b188893416,698361945,OCoLC,z,d,ODN0000506859,z
78C62053-3A74-48ED-8218-189CED8BDFFB,37,b188894445,454423572,OCoLC,n,d,ODN0000252251,n
ECC78992-C8F7-4A33-A68B-045D5C479637,37,b188894457,456080273,OCoLC,n,d,ODN0000238836,n
57FF45AF-31B4-41C5-A5BB-782BE0FAD867,37,b188894470,456209748,OCoLC,n,d,ODN0000238874,n
CB44530F-D48C-4E67-9352-AD717E27355E,37,b188894494,457922808,OCoLC,n,d,ODN0000238871,n
D2FD4B86-7DC2-485C-84C4-239B80C4D724,37,b18889455x,698372649,OCoLC,n,d,ODN0000453474,n
3ABEEBD3-C214-45F2-B58D-2E16007CAB4D,37,b188894561,698372656,OCoLC,n,d,ODN0000450831,n
C43C3A2C-32AB-4809-B2A4-2A1AC93FD90F,37,b188894676,265378829,OCoLC,n,d,ODN0000158721,n
8B01DF23-B976-459D-9F9D-DA859C4FE84F,37,b18889486x,703871612,OCoLC,n,d,ODN0000353080,n
FC8F7228-CCAA-440A-8B4E-0290DCBA12F6,37,b188894871,702161411,OCoLC,n,d,ODN0000333452,n
65B6DFEF-838A-4B5E-9AFD-F8DFC73F55F9,37,b188894901,702686566,OCoLC,n,d,ODN0000450820,n
55B68622-07BC-4066-80D6-06C483C034F4,37,b188894962,702690035,OCoLC,n,d,ODN0000355231,n
74DF4343-2EDA-4D7E-A66A-5F0D3328CF26,37,b188894998,702690053,OCoLC,n,d,ODN0000359411,n
BB6ED726-9902-4BA0-9227-81CB221FE9D9,37,b188895024,702929782,OCoLC,n,d,ODN0000456576,n
AA4A0DA2-0AFE-4148-B8BF-F4179B109029,37,b188895048,702931763,OCoLC,n,d,ODN0000348579,n
4A94BD88-A88F-472D-99B9-986420AF094C,37,b188895061,702932334,OCoLC,n,d,ODN0000311148,n
ACA02FC1-5410-4B37-AF2A-0A23C2DB7295,37,b192711635,688618512,OCoLC,n,d,ODN0000470584,n
EBF5472A-EB21-4306-827A-4409E046CDC4,37,b192711738,696792397,OCoLC,n,d,ODN0000353787,n
6EA7CF88-94BB-487E-91CF-B1C557A54C5D,37,b192711787,697855307,OCoLC,n,d,ODN0000359410,n
705751AC-B2AD-4AC8-830B-0CFCD4C513F2,37,b192711830,701053960,OCoLC,n,d,ODN0000344247,n
9FC09B8C-D015-44F3-AED4-36D0EA103173,37,b192711854,701103594,OCoLC,n,d,ODN0000354354,n
4A19BA78-0296-4B68-B756-4134301EB2DB,37,b192711970,701366893,OCoLC,n,d,ODN0000353775,n
CAAD4CEE-2E5B-4805-B248-7A84B8DBA7CC,37,b192712056,701730980,OCoLC,n,d,ODN0000304216,n
12C33B71-2971-4692-8669-E6574DB101A9,37,b192712147,703599260,OCoLC,n,d,ODN0000348079,n
02EE4C48-3365-401A-BE63-AA8B0AEB6478,37,b192712378,265689478,OCoLC,n,d,ODN0000167205,n
B33D7349-AF55-4868-AE4F-31CF90A900EA,37,b19271238x,460938343,OCoLC,n,d,ODN0000220418,n
D65E8393-77C0-45A3-927F-5D4422A8030B,37,b192712391,462123228,OCoLC,n,d,ODN0000220212,n
5B0B146D-B5C9-4AC6-8F32-E025E6376ACB,37,b19271241x,612013407,OCoLC,n,d,ODN0000291901,n
F3DF20B0-8FB4-4B83-9492-60403C2A656B,37,b192712433,682910245,OCoLC,n,d,ODN0000198738,n
1BBA79AA-CC15-4E13-A754-63B0C24A6643,37,b192712457,702689634,OCoLC,n,d,ODN0000355292,n
461CF859-4DDF-415A-B4AB-7AB85E0CC6E5,37,b192712500,709922964,OCoLC,n,d,ODN0000478599,n
F7F53426-F9D7-40B5-AC34-F51AD4C54D6F,37,b192712512,75636693,OCoLC,n,d,ODN0000095761,n
43439B49-AB6B-47DC-BDF3-303A895C158C,37,b192712536,230828373,OCoLC,n,d,ODN0000164310,n
1618BE68-5890-4FD3-B8ED-95DA88E85762,37,b192712676,642044460,OCoLC,n,d,ODN0000303062,n
7A5B9A06-CD06-46B3-B30A-719FA41AD71C,37,b192712809,709918967,OCoLC,n,d,ODN0000478621,n
78DA3CAC-278E-40A8-9D03-0A7C28DCC186,37,b192713000,711682891,OCoLC,n,d,ODN0000333495,n
D306C86C-950A-4BBD-A081-1D06CE9BE081,37,b192713024,711684825,OCoLC,n,d,ODN0000483004,n
DECA1C3A-D4EC-4A33-8549-191693DA0DBC,37,b192713462,263091453,OCoLC,n,d,ODN0000165880,n
059B6054-CBE6-4EC5-8A06-3FA058A2FF9C,37,b192713577,456967448,OCoLC,n,d,ODN0000221688,n
A0F60708-D27E-4DCA-83F2-709610A825AF,37,b192713619,462933400,OCoLC,n,d,ODN0000238846,n
131E15C9-E796-4D75-99A1-E60ADEEA8FBB,37,b192713620,466108855,OCoLC,n,d,ODN0000242923,n
0F986023-F2CF-4F3B-AD36-CCC9F14F2F17,37,b192713644,502263856,OCoLC,n,d,ODN0000225412,n
9EEB8FDC-D430-428C-880B-3E3089CE9766,37,b192713656,505968829,OCoLC,n,d,ODN0000260514,n
94845CE9-A92D-49F4-A094-E7175A9E9199,37,b192713735,641293064,OCoLC,n,d,ODN0000289377,n
37725088-1C40-4B94-8E62-9047D779BBB9,37,b192713747,641293392,OCoLC,n,d,ODN0000292823,n
427D2DE2-8A2B-40E9-A420-044D75DB6BAA,37,b192713759,641300455,OCoLC,n,d,ODN0000317101,n
CF0C18AD-747C-46CA-86A3-5BD6ABA60AFE,37,b192713760,642042939,OCoLC,n,d,ODN0000284451,n
898C66A2-0076-498B-8E99-4A744CAEBF42,37,b192713838,663992717,OCoLC,n,d,ODN0000304170,n
AFEC33F9-E263-42F7-A0DC-E25F76D3E338,37,b19271384x,682887332,OCoLC,n,d,ODN0000320759,n
A8B4B339-D211-4F8B-9D05-08BB325861D1,37,b192713851,682887615,OCoLC,n,d,ODN0000320766,n
700A4BB3-DE1F-41A0-8540-58AEAC4119C4,37,b192713875,682907280,OCoLC,n,d,ODN0000339456,n
47CDEEC5-FD6C-4FED-BD78-9C2FE11D83DB,37,b192713887,682910574,OCoLC,n,d,ODN0000339486,n
CEABA1FF-F477-4C66-9724-B1B5F2C2168F,37,b192713930,702685731,OCoLC,n,d,ODN0000355232,n
291E52B3-D3BE-46ED-A646-87E1DE2E4779,37,b192713942,703871350,OCoLC,n,d,ODN0000478648,n
90D3524E-9C2A-43B6-80C3-BE1FD7853F5B,37,b192713978,708578235,OCoLC,n,d,ODN0000478615,n
342D9C3E-0040-460E-814B-7EB0F1D52C97,37,b19271398x,708579878,OCoLC,n,d,ODN0000489879,n
F537AFF0-044A-46D1-BF8C-7537B2801238,37,b192713991,708579886,OCoLC,n,d,ODN0000478656,n
AA83A008-6361-4ACE-B1F9-A74EE2F94AEF,37,b19271403x,77527050,OCoLC,n,d,ODN0000095777,n
8BAD10C8-B0A6-482F-84BD-6FE8D085177A,37,b192714041,77528371,OCoLC,n,d,ODN0000095867,n
B54B22D3-D7F8-4367-8F1B-A1430D7DCEAA,37,b192714120,739692553,OCoLC,n,d,ODN0000335906,n
581F3423-979B-45D7-9B76-9043369974E8,37,b192714132,739696499,OCoLC,n,d,ODN0000095755,n
2A57C0DC-1617-4E7F-9A01-DD8E28C6B900,37,b192714296,739733886,OCoLC,n,d,ODN0000389428,n
F4FAE362-7EC4-4F08-834A-80BA5185931C,37,b192714545,744415921,OCoLC,n,d,ODN0000354408,n
98951200-7A6A-4379-9456-06BF384A3D72,37,b192714612,745475635,OCoLC,n,d,ODN0000354392,n
C44F5BA4-7726-476D-A2EA-C4E778AEF18E,37,b192714624,745476621,OCoLC,n,d,ODN0000233550,n
CB0F61CC-EFD4-4626-A651-4FAEDFA0C861,37,b192714703,212878241,OCoLC,n,d,ODN0000149870,n
36E60978-ACE2-4371-994E-706E3F216174,37,b19271479x,456209633,OCoLC,n,d,ODN0000206135,n
13203390-45D4-45DE-8F6E-B1F46AF693BC,37,b192714818,456232178,OCoLC,n,d,ODN0000206101,n
740C083E-BA7F-4BBA-B197-939F1882B92C,37,b19271482x,456457346,OCoLC,n,d,ODN0000180373,n
9D411052-4BFC-4FA1-BA31-71B969E42B5F,37,b192715719,733544146,OCoLC,3,d,ODN0000391687,3
868B5A59-EB36-4A3E-81BA-E12321066940,37,b192715720,733553629,OCoLC,3,d,ODN0000391683,3
695B0074-D950-4E0B-A7DD-ACF2DD8BB602,37,b192715732,501200700,OCoLC,3,d,ODN0000253230,3
03BC1368-6E16-49ED-A875-4E99C898E1D3,37,b19272227x,708581903,OCoLC,z,d,ODN0000534760,z
75BC0D0B-B710-4A2F-A14A-93B17DC80D4A,37,b193217156,748262792,OCoLC,3,d,ODN0000349835,3
260A1A98-B76E-468A-9ECE-BE5E5B078383,37,b193218525,747037715,OCoLC,n,d,ODN0000330535,n
53D75EC4-17C6-403E-AE20-57A22176FDBB,37,b193218549,747039817,OCoLC,n,d,ODN0000333494,n
C46A90CC-183E-4DB7-BF90-7B3DAE09488E,37,b193218550,747040394,OCoLC,n,d,ODN0000333490,n
BDE8941F-D1DD-4A5A-9049-DDE23705DB66,37,b193218562,747041874,OCoLC,n,d,ODN0000311136,n
F58CBF35-7929-4102-9A3D-B12C17BB8FB6,37,b193218628,748280220,OCoLC,n,d,ODN0000354423,n
EE95BA9A-EE9C-4D1C-A4F5-2212760B023F,37,b193241845,137336578,OCoLC,z,d,ODN0000123786,z
F86DB13A-5029-4759-9EF6-0F53EA8F57A4,37,b19325458x,462117675,OCoLC,n,d,ODN0000224772,n
8895CAD2-0F7B-400B-8462-4B37A4FF891E,37,b193254670,501819059,OCoLC,n,d,ODN0000206089,n
00DFC465-CA02-454E-A2D9-6B8C586C33E7,37,b193254803,682887624,OCoLC,n,d,ODN0000304189,n
022D779F-378B-4852-B09A-D63025A280BD,37,b193254852,688134837,OCoLC,n,d,ODN0000353781,n
246C4648-139B-465A-9681-DD1E7FE7FE77,37,b19325492x,702935822,OCoLC,n,d,ODN0000456573,n
900DACC6-9AC5-4BAA-983A-BABBFB6F20C8,37,b193254943,702943672,OCoLC,n,d,ODN0000450803,n
9F1A7C55-9C61-45FA-A780-C00F156C0B15,37,b193254967,703866072,OCoLC,n,d,ODN0000450810,n
EA949254-AE47-4498-B3DF-710C4F27AD1E,37,b193254979,703866082,OCoLC,n,d,ODN0000478624,n
FA3480ED-0622-4B0B-96AF-6C019EF27E96,37,b193254980,703871309,OCoLC,n,d,ODN0000478564,n
BC724BDF-8C77-4BB2-8559-A1464B1DAFE9,37,b193255029,708578239,OCoLC,n,d,ODN0000489882,n
A0ECB93D-2BC3-41D3-91EF-E4DE0451F538,37,b193255054,709917231,OCoLC,n,d,ODN0000478595,n
20337A71-8C0B-457C-8A2A-1BE766DBE387,37,b193255066,709922292,OCoLC,n,d,ODN0000478657,n
CD16A6FC-DDC5-461D-AF8F-476C91D2A9B3,37,b193255108,739692580,OCoLC,n,d,ODN0000345845,n
77FF0211-EFD5-489A-88CF-C64068F239B7,37,b193767053,748541535,OCoLC,n,d,ODN0000331372,n
A5750F7C-37F1-4DC8-807F-0DDF7BF8E936,37,b19376734x,753562730,OCoLC,n,d,ODN0000354409,n
72CD0553-E563-4E0F-A864-61CB9A1D4178,37,b193767363,753563726,OCoLC,n,d,ODN0000354404,n
2DFCC691-C4E5-4352-9241-483F9AB5C95D,37,b193767910,754871379,OCoLC,n,d,ODN0000354391,n
B9913B6B-6E36-4CD7-97EA-C2E275069B46,37,b19376829x,752137547,OCoLC,3,d,ODN0000323419,3
B6DF18B3-B58F-4F56-9C8E-2E724DD9CAF7,37,b193787726,271653554,OCoLC,z,d,ODN0000194089,z
2BE03E3F-E09F-4216-AB98-E8C288BB5C63,37,b193828960,758673817,OCoLC,n,d,ODN0000206105,n
3E46FBE1-6FFB-4EFD-BBA0-3F67D8ED9F13,37,b193832045,759581040,OCoLC,z,d,ODN0000523349,z
B6079393-D505-4334-BBF6-174989184041,37,b193837274,757330978,OCoLC,3,d,ODN0000339828,3
0BFEFDC0-A8EE-4B1F-8702-DCA310601C91,37,b193837286,757338313,OCoLC,3,d,ODN0000339832,3
87733169-B3D9-4EB2-9EFD-7C4DA1746475,37,b193837298,757519248,OCoLC,3,d,ODN0000339882,3
06571435-AE16-473C-AC2C-241B1E3D6D35,37,b193837304,757519670,OCoLC,3,d,ODN0000339883,3
0B550FA1-3275-40AA-92A0-63D4E2FB7B45,37,b193837316,757733708,OCoLC,3,d,ODN0000339948,3
2EF3D07E-4702-4FE5-9AEF-80C40842BABD,37,b193837328,757836027,OCoLC,3,d,ODN0000339997,3
85EAE536-AFFF-4F64-A136-5D6E4522BE72,37,b19383733x,758338879,OCoLC,3,d,ODN0000340677,3
540DA909-C3EF-4DA9-ABAF-C777D71B3080,37,b193837341,758346340,OCoLC,3,d,ODN0000340679,3
D8CAA925-FC93-4C5F-A2F8-F4EB8AFF6816,37,b193837353,758361040,OCoLC,3,d,ODN0000340054,3
F22A32A7-16C9-4EB3-A1E2-D5F555EECE26,37,b193837365,759117262,OCoLC,3,d,ODN0000340570,3
3ED20A75-F553-4C51-803C-895FCE328709,37,b193837377,759408115,OCoLC,3,d,ODN0000340786,3
F20E3DD0-2769-4753-BBBA-32F2ABACA0DA,37,b194722363,225870279,OCoLC,n,d,ODN0000112915,n
7B6CE1D5-81D5-42C7-8A71-4577A97F0C75,37,b194722399,682888014,OCoLC,n,d,ODN0000304195,n
A0D24F3F-32C2-47C7-BD8B-15F47CEE1240,37,b194779646,432643638,OCoLC,z,d,ODN0000226045,z
F423B8A7-C8AC-46B7-965C-2125D2E0DA18,37,b194779658,432661017,OCoLC,z,d,ODN0000208026,z
F3349510-AFBD-45F9-9F20-7A932F6C8317,37,b194781276,698471752,OCoLC,z,d,ODN0000218207,z
E08F1820-5546-41F0-AD72-148281B77DB1,37,b194783327,767886343,OCoLC,z,d,ODN0000523434,z
DEA8123B-7874-4A97-BFD9-891362F3F8E4,37,b195290008,773581651,OCoLC,z,d,ODN0000569805,z
96F9AEA5-8644-4B59-AFF8-B41609C406AA,37,b195379172,126818767,OCoLC,n,d,ODN0000126087,n
AD631B82-3DF8-4A0E-82F8-8EE5D82C663B,37,b195864700,163803660,OCoLC,z,d,ODN0000132412,z
025364D3-F1C9-4D25-A89E-B2980F27E8CC,37,b195899209,778716539,OCoLC,n,d,ODN0000572068,n
3C48C932-E507-49BA-AD02-581B194DC273,37,b195899210,778720931,OCoLC,n,d,ODN0000589474,n
0007EF35-B0AD-41A8-96CD-C1395706A8F4,37,b195899222,778721258,OCoLC,n,d,ODN0000572040,n
10642055-B338-4A25-9EC7-6251F096C8FE,37,b195899234,778804037,OCoLC,n,d,ODN0000572004,n
B827E370-161D-440E-81E5-C83C1E4EC628,37,b195944781,781966113,OCoLC,n,d,ODN0000562046,n
A4ECADEB-5BF1-43E1-8F2E-BD71538596E6,37,b195944793,781966556,OCoLC,n,d,ODN0000562045,n
F5E0570E-863E-4BCE-A81D-39B1139CC924,37,b196003878,752540353,OCoLC,z,d,ODN0000505429,z
C02F9972-631D-483C-A0A3-D6359534851D,37,b196003891,752542311,OCoLC,z,d,ODN0000505428,z
367A0C8E-AEB9-4A8D-AE43-FA029FE45DBC,37,b196003908,757392170,OCoLC,z,d,ODN0000505431,z
D9AD94F3-1E33-4F45-8D76-EE1586A676F0,37,b196019217,785137361,OCoLC,n,d,ODN0000589514,n
B173FDE4-1B41-4928-8695-773B97AABE5B,37,b196019230,785229184,OCoLC,n,d,ODN0000530522,n
0768F5F1-AB1C-48AA-839F-FFE58CFB91A8,37,b196019242,785430803,OCoLC,n,d,ODN0000605037,n
3C6A3E47-BFB2-48F0-9848-A3CD29FAA907,37,b196020463,785574908,OCoLC,z,d,ODN0000644915,z
F174F7C9-B11F-494D-A9D5-4B5F5ABFBFBB,37,b196022320,782045968,OCoLC,z,d,ODN0000639538,z
9C1901FA-7405-443F-A557-86DFE805DEE9,37,b196132253,700946090,OCoLC,n,d,ODN0000316798,n
B178CEEE-CE62-48C0-9EDF-BF85320EC089,37,b196293194,711758247,OCoLC,n,d,ODN0000504894,n
0FB1FC1C-CC65-4225-8905-9C53160A3D38,37,b196293340,714645574,OCoLC,n,d,ODN0000547791,n
527807DD-DB78-45A6-B6A3-1FAEEB41B7FE,37,b196295622,759992271,OCoLC,n,d,ODN0000572096,n
21330F78-19DB-4DB3-9797-354124824AAA,37,b19629566x,760197573,OCoLC,n,d,ODN0000602678,n
BEBC862C-3A87-4EE0-9311-7416456F318D,37,b196295671,760307292,OCoLC,n,d,ODN0000602874,n
DF528442-5BC1-46B3-BC30-4FF8BD493812,37,b196295683,760308794,OCoLC,n,d,ODN0000602620,n
56E96D59-93E6-4EC2-8FBD-CE443A23F07C,37,b196295695,760314121,OCoLC,n,d,ODN0000627805,n
ED1BEB48-7196-4CC3-A688-9BC9729D3033,37,b196295804,761052621,OCoLC,n,d,ODN0000627751,n
72CDAF3E-8512-4363-8777-D551B22ACFAE,37,b196295816,761074406,OCoLC,n,d,ODN0000627767,n
CBC62FB3-C14A-46D5-A1F9-07E8F03A41DD,37,b196295828,761209719,OCoLC,n,d,ODN0000627730,n
051E0A97-9EA7-49D3-AFC2-8F598235E755,37,b196295920,764478681,OCoLC,n,d,ODN0000530382,n
BA426102-B1C0-455C-890C-55315486D492,37,b196295944,764605577,OCoLC,n,d,ODN0000658895,n
B650476D-9363-4D99-B14A-AA8274682526,37,b196296225,768130984,OCoLC,n,d,ODN0000636451,n
7CE6DC6A-FF2D-4D63-A174-0536BCB2A0F8,37,b196296766,774394988,OCoLC,n,d,ODN0000572091,n
363EA61F-CEB6-461D-BBE1-6074501441CC,37,b196297369,792741608,OCoLC,n,d,ODN0000600545,n
F94DFE2F-51AD-416C-A468-1ECD9F1274BB,37,b20782597x,793236196,OCoLC,z,d,ODN0000645089,z
C75E8CDE-2C8A-46DC-AF49-A24EE3D8D632,37,b207825919,793230206,OCoLC,z,d,ODN0000645074,z
D47B47A8-9349-4F4C-9ACE-5A6ED4A04BE1,37,b196483852,601774998,OCoLC,n,d,ODN0000224797,n
E5B58D25-1811-409B-83A6-5C27C0EDF7D2,37,b196488527,785573938,OCoLC,z,d,ODN0000767922,z
2F980E59-370D-40C7-8BD2-9A413B75B76F,37,b19648876x,785575112,OCoLC,z,d,ODN0000657841,z
6C48423C-1BCD-4BC8-B4DE-2B1E986FC425,37,b196514319,225865431,OCoLC,n,d,ODN0000144899,n
FE67B0F4-ECD1-4E1E-8321-44DCFBCAA177,37,b196514332,444747751,OCoLC,n,d,ODN0000162417,n
E796ED37-7259-490B-BBF0-E7C1FD79CD2E,37,b196514381,794232280,OCoLC,n,d,ODN0000148780,n
3D0E43BE-AF6D-4214-B6CD-E1D4CCDA91EC,37,b19651440x,794675202,OCoLC,n,d,ODN0000594891,n
955119BB-ADA0-407B-958E-0CA76C21EA31,37,b196514459,70826815,OCoLC,3,d,ODN0000097309,3
8194B8A1-93B7-4CF8-B48B-FBE6FE677401,37,b196514460,70826823,OCoLC,3,d,ODN0000097308,3
C720B291-F71C-48E8-AB60-CE6ECB06E45F,37,b196514472,71196755,OCoLC,3,d,ODN0000097310,3
1698F9C1-18A5-4AEC-AD9D-0B63A250998C,37,b196514484,71196777,OCoLC,3,d,ODN0000097299,3
07382C6D-0853-4858-8486-5C6D2C98574B,37,b196514514,71196869,OCoLC,3,d,ODN0000097300,3
98641DCD-7772-4AE6-A209-C9E78F3F2D1F,37,b19651454x,71196927,OCoLC,3,d,ODN0000097307,3
90125BA8-3023-48E7-83FB-72F421E0FDF3,37,b196514551,72597476,OCoLC,3,d,ODN0000084917,3
D2971F1D-B6F4-45D1-A17D-4830E8F05F79,37,b196543551,781277493,OCoLC,z,d,ODN0000786578,z
15D23E56-06D5-4745-94AA-0D7BBD220379,37,b196546710,794170176,OCoLC,z,d,ODN0000681340,z
EF7DBAAF-D100-4786-B54F-51CE31CEFE3E,37,b196549164,795331199,OCoLC,z,d,ODN0000786403,z
117BCFC0-453D-40AD-8C3A-BDDA43EC59D3,37,b196549176,795331339,OCoLC,z,d,ODN0000784443,z
3C38C58B-B218-4E6C-8725-FE4894B22BD9,37,b196549188,795331367,OCoLC,z,d,ODN0000786407,z
8DDB56EC-40F4-424D-A277-2F0EEB5E1D40,37,b196549206,795333085,OCoLC,z,d,ODN0000784441,z
9CEF0031-E602-4BF3-ABFA-5DBDC462FCED,37,b196549218,795353237,OCoLC,z,d,ODN0000797151,z
406C2D0C-B185-43A2-BE1D-C824EE475A26,37,b19654922x,795353631,OCoLC,z,d,ODN0000784910,z
6C13825A-68C4-4392-BB44-455BACDB2A44,37,b196549231,795354196,OCoLC,z,d,ODN0000786412,z
1DD6C567-F326-40F1-8C69-DE83A08EE00E,37,b196549243,795354399,OCoLC,z,d,ODN0000786714,z
EACE26BF-B86C-43E5-A7EE-CE73B05DA214,37,b196549255,795359191,OCoLC,z,d,ODN0000784912,z
70798EA5-54F5-42CA-8544-DE2F0A48E335,37,b196549279,795362139,OCoLC,z,d,ODN0000786716,z
6C803F36-2537-4A34-B84C-633CA4CBC6A0,37,b196549292,795362459,OCoLC,z,d,ODN0000786475,z
8D04A535-821E-4E4A-A3F5-411292EEA51C,37,b196549309,795362478,OCoLC,z,d,ODN0000784921,z
B5BF0D9E-B2FB-4887-8DA0-ABC6D770AA26,37,b196549310,795365975,OCoLC,z,d,ODN0000786720,z
DEAFDC5D-DC54-421D-8228-10EAF4D2C1B2,37,b196549322,795366028,OCoLC,z,d,ODN0000784483,z
09E0D4D5-54FA-4D2D-AEEF-5511E09E6F93,37,b196549334,795366082,OCoLC,z,d,ODN0000786418,z
8453C0F8-12C3-479E-AED9-17779EC09EDB,37,b196549346,795366939,OCoLC,z,d,ODN0000784924,z
7325F1AB-A24F-4248-AC4F-9A58DD46C959,37,b196549371,795369524,OCoLC,z,d,ODN0000786425,z
8016E78F-DD38-4965-A9F7-0A220C6FEB78,37,b196549395,795369631,OCoLC,z,d,ODN0000784492,z
84182F58-DDC8-448E-B17E-7CE037CBDACB,37,b196549413,795372953,OCoLC,z,d,ODN0000784486,z
576D40C9-978A-4AF1-AED5-807ECE8B11DB,37,b196549425,795373900,OCoLC,z,d,ODN0000786726,z
DD8CFB4B-CA17-47FC-BA86-A4E7CDA5BBC2,37,b196549437,795382337,OCoLC,z,d,ODN0000797154,z
372F4FC9-FA05-41C0-84FB-EAC2D1C131E3,37,b196549449,795382382,OCoLC,z,d,ODN0000784929,z
2B68CC71-DEAF-4277-8E39-6F3F424908AE,37,b196549462,795382689,OCoLC,z,d,ODN0000784957,z
4609F644-3EB4-478C-AF3A-2B069976188F,37,b196549486,795383242,OCoLC,z,d,ODN0000784497,z
B5775D70-335D-4CD0-96B7-669EB504B7E6,37,b196549498,795383420,OCoLC,z,d,ODN0000786431,z
60AFE498-FED4-4527-A041-1A10C105A649,37,b196549504,795395096,OCoLC,z,d,ODN0000786481,z
071C5A28-E864-4947-9E22-1B3A887201E6,37,b196549528,795400170,OCoLC,z,d,ODN0000797164,z
CF2F70E3-B022-42C7-88C9-3856B18C5C0D,37,b19654953x,795401834,OCoLC,z,d,ODN0000784602,z
8ED4676E-5670-44F6-88E2-B4981B68173F,37,b196549541,795472445,OCoLC,z,d,ODN0000784964,z
976F063C-AF97-432A-93A9-4AD010ED78F0,37,b19655004x,795250475,OCoLC,z,d,ODN0000784906,z
403553DB-6288-42FF-B90A-BD1AD4A6FDA7,37,b196550051,795251454,OCoLC,z,d,ODN0000784437,z
A1F01A73-963A-412A-BD6A-A4F961F3F03B,37,b196550063,795331171,OCoLC,z,d,ODN0000784439,z
45D7D5B5-CB54-4F9B-BE8C-11FB584E1590,37,b196550075,795350903,OCoLC,z,d,ODN0000786404,z
BEF5B79A-1116-4522-8C60-769FC1153578,37,b196550087,795353300,OCoLC,z,d,ODN0000784342,z
B7C398C1-66E6-427B-BC9F-E12BD27F2E59,37,b196550129,795353965,OCoLC,z,d,ODN0000786705,z
6A501F7D-5E03-40D5-9DE6-6B3C8B9FC07D,37,b196550130,795354022,OCoLC,z,d,ODN0000784452,z
13D11CB0-F488-405E-8254-EBD848D928F2,37,b196550142,795354083,OCoLC,z,d,ODN0000786411,z
9589F137-4208-4BEC-83DF-893E13110622,37,b196550166,795354320,OCoLC,z,d,ODN0000786713,z
C685D516-6D24-4ABD-B7B0-E5371369DD99,37,b196550178,795357663,OCoLC,z,d,ODN0000784455,z
2E6810ED-F5D6-46C9-9481-1F5889DB9AB8,37,b19655018x,795359987,OCoLC,z,d,ODN0000784919,z
B97ED8EC-5198-4751-990F-2EA460CE1F96,37,b196550191,795360083,OCoLC,z,d,ODN0000784920,z
0D2A61C2-C561-4244-9A6C-229A2F523D74,37,b196550208,795362204,OCoLC,z,d,ODN0000784343,z
73286D01-8AA2-45AE-A365-F0B75838392C,37,b19655021x,795365942,OCoLC,z,d,ODN0000786416,z
9B8808BD-C733-4A0C-8761-2EC2A7E14831,37,b196550221,795365996,OCoLC,z,d,ODN0000784473,z
6E4A3DE4-E531-4412-8715-9652E098E73B,37,b196550257,795368439,OCoLC,z,d,ODN0000786724,z
4AC9457C-2BAC-49DC-A0A0-5DAF7F74796B,37,b196550269,795368690,OCoLC,z,d,ODN0000786300,z
F66FFDDA-B154-462D-A93C-DA3712B7A29F,37,b196550270,795368813,OCoLC,z,d,ODN0000786728,z
3210C360-526C-4DD6-9781-CC4966839131,37,b196550312,795383543,OCoLC,z,d,ODN0000786732,z
674EE30E-B59A-4214-9D2E-AABC5D3B6614,37,b196550324,795383642,OCoLC,z,d,ODN0000784595,z
EA3B3BC3-EC9D-49E4-AB7C-F6BD72595BEC,37,b196550336,795391310,OCoLC,z,d,ODN0000786734,z
9D5B927B-0BD5-48E8-9295-EC81F0B938DA,37,b196550348,795393848,OCoLC,z,d,ODN0000784509,z
0F9B6D3C-366F-4E46-81C5-E0872E395FB7,37,b196550361,795395892,OCoLC,z,d,ODN0000784600,z
A83726DB-DD4A-411C-ACD3-24CFBB2DC19C,37,b196550385,795470433,OCoLC,z,d,ODN0000784606,z
6DBCBD79-AAFB-4FE5-BE00-E5BDA68CDF96,37,b196550397,795472193,OCoLC,z,d,ODN0000784959,z
CD417B93-2E8A-456D-8D93-66AB1118DC56,37,b196550403,795472272,OCoLC,z,d,ODN0000786484,z
941D9A3A-5CB5-40E7-80EF-60EEEF733C40,37,b196550415,795472494,OCoLC,z,d,ODN0000784966,z
58F56FA9-429A-4E72-B39D-AA631D40067A,37,b196550427,795497958,OCoLC,z,d,ODN0000786486,z
077912F0-2EA2-4846-9C70-6274C48F57BB,37,b196550439,795498043,OCoLC,z,d,ODN0000786819,z
BB605C17-9476-4849-8F47-C32273A6A432,37,b196550440,795498068,OCoLC,z,d,ODN0000797203,z
051D343F-F42C-43AF-B066-3CD9C1427B98,37,b196550452,795498364,OCoLC,z,d,ODN0000784887,z
792F66A2-85F1-4E15-AA5C-5FE14B2E1892,37,b196550464,795498376,OCoLC,z,d,ODN0000848981,z
7C87FF9C-6599-4914-8726-160C920AE3EC,37,b196550476,795498378,OCoLC,z,d,ODN0000784409,z
9A7A7826-8FA7-4D80-8637-FA29475B86B5,37,b196550488,795498383,OCoLC,z,d,ODN0000786382,z
